filename,width,height,class,xmin,ymin,xmax,ymax
Novella 09 Stainless Steel Chair in Yellow Colour by Nilkamal-1.jpg,1600,1760,Novella 09 Stainless Steel Chair in Yellow Colour by Nilkamal,221,17,1390,1637
Novella 09 Stainless Steel Chair in Yellow Colour by Nilkamal-2.jpg,1600,1760,Novella 09 Stainless Steel Chair in Yellow Colour by Nilkamal,201,19,1375,1645
Novella 09 Stainless Steel Chair in Yellow Colour by Nilkamal-4.jpg,1600,1760,Novella 09 Stainless Steel Chair in Yellow Colour by Nilkamal,303,4,1326,1637
Novella 09 Stainless Steel Chair in Yellow Colour by Nilkamal-5.jpg,1600,1760,Novella 09 Stainless Steel Chair in Yellow Colour by Nilkamal,183,25,1383,1650
Novella 09 Stainless Steel Chair in Yellow Colour by Nilkamal-7.jpg,1600,1760,Novella 09 Stainless Steel Chair in Yellow Colour by Nilkamal,201,37,1357,1635
Novella Chair in Beige Colour by Nilkamal-1.jpg,1600,1760,Novella Chair in Beige Colour by Nilkamal,172,17,1449,1640
Novella Chair in Beige Colour by Nilkamal-2.jpg,1600,1760,Novella Chair in Beige Colour by Nilkamal,816,873,1396,1632
Novella Chair in Biscuit Colour by Nilkamal-1.jpg,1600,1760,Novella Chair in Biscuit Colour by Nilkamal,365,427,1285,1643
Novella Chair in Biscuit Colour by Nilkamal-2.jpg,1600,1760,Novella Chair in Biscuit Colour by Nilkamal,201,12,1452,1635
Novella Chair in Biscuit Colour by Nilkamal-3.jpg,1600,1760,Novella Chair in Biscuit Colour by Nilkamal,852,773,1506,1645
Novella Chair in Biscuit Colour by Nilkamal-4.jpg,1600,1760,Novella Chair in Biscuit Colour by Nilkamal,139,14,1401,1635
Novella Chair in Black Colour by Nilkamal-1.jpg,1600,1760,Novella Chair in Black Colour by Nilkamal,349,430,1288,1653
Novella Chair in Black Colour by Nilkamal-2.jpg,1600,1760,Novella Chair in Black Colour by Nilkamal,167,4,1429,1645
Novella Chair in Black Colour by Nilkamal-3.jpg,1600,1760,Novella Chair in Black Colour by Nilkamal,842,819,1480,1635
Novella Chair in Green Colour by Nilkamal-1.jpg,1600,1760,Novella Chair in Green Colour by Nilkamal,429,460,1190,1648
Novella Chair in Green Colour by Nilkamal-2.jpg,1600,1760,Novella Chair in Green Colour by Nilkamal,267,19,1311,1635
Novella Chair in Green Colour by Nilkamal-3.jpg,1600,1760,Novella Chair in Green Colour by Nilkamal,857,827,1388,1645
Novella Chair in Orange Colour by Nilkamal-1.jpg,1600,1760,Novella Chair in Orange Colour by Nilkamal,421,468,1188,1640
Novella Chair in Orange Colour by Nilkamal-2.jpg,1600,1760,Novella Chair in Orange Colour by Nilkamal,311,37,1339,1640
Novella Chair in Orange Colour by Nilkamal-3.jpg,1600,1760,Novella Chair in Orange Colour by Nilkamal,862,863,1385,1640
Novella Chair in Orange Colour by Nilkamal-4.jpg,1600,1760,Novella Chair in Orange Colour by Nilkamal,254,12,1321,1635
Novella Chair in Red Colour by Nilkamal-1.jpg,1600,1760,Novella Chair in Red Colour by Nilkamal,434,460,1170,1648
Novella Chair in Red Colour by Nilkamal-2.jpg,1600,1760,Novella Chair in Red Colour by Nilkamal,303,14,1278,1640
Novella Chair in Red Colour by Nilkamal-3.jpg,1600,1760,Novella Chair in Red Colour by Nilkamal,875,871,1342,1643
Novella Chair in Red Colour by Nilkamal-4.jpg,1600,1760,Novella Chair in Red Colour by Nilkamal,137,4,1367,1637
Novella Chair in Rust Colour by Nilkamal-1.jpg,1600,1760,Novella Chair in Rust Colour by Nilkamal,442,460,1154,1655
Novella Chair in Rust Colour by Nilkamal-2.jpg,1600,1760,Novella Chair in Rust Colour by Nilkamal,339,7,1290,1632
Novella Chair in Rust Colour by Nilkamal-3.jpg,1600,1760,Novella Chair in Rust Colour by Nilkamal,852,858,1329,1643
Novella Chair in Rust Colour by Nilkamal-4.jpg,1600,1760,Novella Chair in Rust Colour by Nilkamal,290,7,1272,1632
Novella Chair with Arms in Orange Colour by Nilkamal-1.jpg,1600,1760,Novella Chair with Arms in Orange Colour by Nilkamal,344,468,1244,1653
Novella Chair with Arms in Orange Colour by Nilkamal-2.jpg,1600,1760,Novella Chair with Arms in Orange Colour by Nilkamal,162,14,1393,1640
Novella Plastic Chair in Black Colour by Nilkamal-1.jpg,1600,1760,Novella Plastic Chair in Black Colour by Nilkamal,444,437,1157,1643
Novella Plastic Chair in Black Colour by Nilkamal-2.jpg,1600,1760,Novella Plastic Chair in Black Colour by Nilkamal,403,25,1354,1640
Novella Plastic Chair in Orange by Nilkamal-1.jpg,1600,1760,Novella Plastic Chair in Orange by Nilkamal,234,19,1349,1635
Novella Plastic Chair in Orange by Nilkamal-2.jpg,1600,1760,Novella Plastic Chair in Orange by Nilkamal,365,12,1247,1653
Novella Plastic Chair in Orange by Nilkamal-4.jpg,1600,1760,Novella Plastic Chair in Orange by Nilkamal,342,9,1308,1645
Novella Plastic Chair in Orange by Nilkamal-5.jpg,1600,1760,Novella Plastic Chair in Orange by Nilkamal,229,7,1329,1660
Novella Series - 10 Chair (Set of 2) in Rust Colour by Nilkamal-1.jpg,1600,1760,Novella Series - 10 Chair (Set of 2) in Rust Colour by Nilkamal,6,630,757,1643
Novella Series - 10 Chair (Set of 2) in Rust Colour by Nilkamal-1.jpg,1600,1760,Novella Series - 10 Chair (Set of 2) in Rust Colour by Nilkamal,844,619,1595,1643
Novella Series - 10 Chair (Set of 2) in Rust Colour by Nilkamal-2.jpg,1600,1760,Novella Series - 10 Chair (Set of 2) in Rust Colour by Nilkamal,242,12,1380,1643
Novella Series - 10 Chair (Set of 2) in Rust Colour by Nilkamal-4.jpg,1600,1760,Novella Series - 10 Chair (Set of 2) in Rust Colour by Nilkamal,206,12,1398,1643
Novella Series - 10 Chair (Set of 2) in Rust Colour by Nilkamal-5.jpg,1600,1760,Novella Series - 10 Chair (Set of 2) in Rust Colour by Nilkamal,285,7,1267,1640
Novella Series - 10 Chair (Set of 2) in Rust Colour by Nilkamal-6.jpg,1600,1760,Novella Series - 10 Chair (Set of 2) in Rust Colour by Nilkamal,198,9,1395,1653
Novella Series - 10 Chair (Set of 2) in Rust Colour by Nilkamal-7.jpg,1600,1760,Novella Series - 10 Chair (Set of 2) in Rust Colour by Nilkamal,193,4,1395,1637
Novella Series - 10 Set of 2 Chairs in Black Colour by Nilkamal-1.jpg,1600,1760,Novella Series - 10 Set of 2 Chairs in Black Colour by Nilkamal,13,594,770,1635
Novella Series - 10 Set of 2 Chairs in Black Colour by Nilkamal-1.jpg,1600,1760,Novella Series - 10 Set of 2 Chairs in Black Colour by Nilkamal,834,591,1600,1634
Novella Series - 10 Set of 2 Chairs in Black Colour by Nilkamal-2.jpg,1600,1760,Novella Series - 10 Set of 2 Chairs in Black Colour by Nilkamal,231,12,1370,1637
Novella Series - 10 Set of 2 Chairs in Black Colour by Nilkamal-3.jpg,1600,1760,Novella Series - 10 Set of 2 Chairs in Black Colour by Nilkamal,185,12,1419,1635
Novella Series - 10 Set of 2 Chairs in Black Colour by Nilkamal-4.jpg,1600,1760,Novella Series - 10 Set of 2 Chairs in Black Colour by Nilkamal,198,12,1426,1635
Novella Series - 10 Set of 2 Chairs in Blue Colour by Nilkamal-1.jpg,1600,1760,Novella Series - 10 Set of 2 Chairs in Blue Colour by Nilkamal,21,604,772,1635
Novella Series - 10 Set of 2 Chairs in Blue Colour by Nilkamal-1.jpg,1600,1760,Novella Series - 10 Set of 2 Chairs in Blue Colour by Nilkamal,826,599,1600,1646
Novella Series - 10 Set of 2 Chairs in Blue Colour by Nilkamal-2.jpg,1600,1760,Novella Series - 10 Set of 2 Chairs in Blue Colour by Nilkamal,208,9,1411,1627
Novella Series - 10 Set of 2 Chairs in Blue Colour by Nilkamal-4.jpg,1600,1760,Novella Series - 10 Set of 2 Chairs in Blue Colour by Nilkamal,180,12,1421,1640
Novella Series - 10 Set of 2 Chairs in Blue Colour by Nilkamal-5.jpg,1600,1760,Novella Series - 10 Set of 2 Chairs in Blue Colour by Nilkamal,193,7,1439,1635
Novella Series - 10 Set of 2 Chairs in Blue Colour by Nilkamal-6.jpg,1600,1760,Novella Series - 10 Set of 2 Chairs in Blue Colour by Nilkamal,242,14,1357,1643
Novella Series - 10 Set of 2 Chairs in Red Color by Nilkamal-1.jpg,1600,1760,Novella Series - 10 Set of 2 Chairs in Red Color by Nilkamal,16,704,734,1640
Novella Series - 10 Set of 2 Chairs in Red Color by Nilkamal-1.jpg,1600,1760,Novella Series - 10 Set of 2 Chairs in Red Color by Nilkamal,878,691,1600,1642
Novella Series - 10 Set of 2 Chairs in Red Color by Nilkamal-2.jpg,1600,1760,Novella Series - 10 Set of 2 Chairs in Red Color by Nilkamal,247,9,1372,1643
Novella Series - 10 Set of 2 Chairs in Red Color by Nilkamal-4.jpg,1600,1760,Novella Series - 10 Set of 2 Chairs in Red Color by Nilkamal,208,12,1416,1640
Novella Series - 10 Set of 2 Chairs in Red Color by Nilkamal-5.jpg,1600,1760,Novella Series - 10 Set of 2 Chairs in Red Color by Nilkamal,275,4,1278,1643
Novella Series - 10 Set of 2 Chairs in Red Color by Nilkamal-6.jpg,1600,1760,Novella Series - 10 Set of 2 Chairs in Red Color by Nilkamal,198,9,1413,1643
Novella Series - 10 Set of 2 Chairs in Red Color by Nilkamal-8.jpg,1600,1760,Novella Series - 10 Set of 2 Chairs in Red Color by Nilkamal,183,2,1403,1653
Novella Series - 14 Chair (Set of 2) in Black Colour by Nilkamal-1.jpg,1600,1760,Novella Series - 14 Chair (Set of 2) in Black Colour by Nilkamal,21,437,778,1640
Novella Series - 14 Chair (Set of 2) in Black Colour by Nilkamal-1.jpg,1600,1760,Novella Series - 14 Chair (Set of 2) in Black Colour by Nilkamal,826,430,1600,1641
Novella Series - 14 Chair (Set of 2) in Black Colour by Nilkamal-2.jpg,1600,1760,Novella Series - 14 Chair (Set of 2) in Black Colour by Nilkamal,257,9,1275,1640
Novella Series - 14 Chair (Set of 2) in Black Colour by Nilkamal-4.jpg,1600,1760,Novella Series - 14 Chair (Set of 2) in Black Colour by Nilkamal,421,7,1193,1643
Novella Series - 14 Chair (Set of 2) in Black Colour by Nilkamal-5.jpg,1600,1760,Novella Series - 14 Chair (Set of 2) in Black Colour by Nilkamal,375,7,1201,1643
Novella Series - 14 Chair (Set of 2) in Black Colour by Nilkamal-6.jpg,1600,1760,Novella Series - 14 Chair (Set of 2) in Black Colour by Nilkamal,308,12,1247,1648
Novella Series - 15 (Set of 2) Chairs in Black Color by Nilkamal-1.jpg,1600,1760,Novella Series - 15 (Set of 2) Chairs in Black Color by Nilkamal,26,566,770,1640
Novella Series - 15 (Set of 2) Chairs in Black Color by Nilkamal-1.jpg,1600,1760,Novella Series - 15 (Set of 2) Chairs in Black Color by Nilkamal,842,563,1600,1634
Novella Series - 15 (Set of 2) Chairs in Black Color by Nilkamal-2.jpg,1600,1760,Novella Series - 15 (Set of 2) Chairs in Black Color by Nilkamal,262,17,1365,1637
Novella Series - 15 (Set of 2) Chairs in Black Color by Nilkamal-4.jpg,1600,1760,Novella Series - 15 (Set of 2) Chairs in Black Color by Nilkamal,316,19,1270,1632
Novella Series - 15 (Set of 2) Chairs in Black Color by Nilkamal-5.jpg,1600,1760,Novella Series - 15 (Set of 2) Chairs in Black Color by Nilkamal,311,19,1260,1640
Novella Series - 15 (Set of 2) Chairs in Black Color by Nilkamal-7.jpg,1600,1760,Novella Series - 15 (Set of 2) Chairs in Black Color by Nilkamal,362,19,1237,1632
Novella Series - 7 Chair (Set of 2) in Orange Colour by Nilkamal-1.jpg,1600,1760,Novella Series - 7 Chair (Set of 2) in Orange Colour by Nilkamal,93,719,737,1648
Novella Series - 7 Chair (Set of 2) in Orange Colour by Nilkamal-1.jpg,1600,1760,Novella Series - 7 Chair (Set of 2) in Orange Colour by Nilkamal,865,714,1493,1650
Novella Series - 7 Chair (Set of 2) in Orange Colour by Nilkamal-2.jpg,1600,1760,Novella Series - 7 Chair (Set of 2) in Orange Colour by Nilkamal,26,607,742,1632
Novella Series - 7 Chair (Set of 2) in Orange Colour by Nilkamal-2.jpg,1600,1760,Novella Series - 7 Chair (Set of 2) in Orange Colour by Nilkamal,875,599,1580,1630
Novella Series - 7 Chair (Set of 2) in Orange Colour by Nilkamal-4.jpg,1600,1760,Novella Series - 7 Chair (Set of 2) in Orange Colour by Nilkamal,367,17,1203,1632
Novella Series - 7 Chair (Set of 2) in Orange Colour by Nilkamal-5.jpg,1600,1760,Novella Series - 7 Chair (Set of 2) in Orange Colour by Nilkamal,260,19,1354,1645
Novella Series - 7 Chair (Set of 2) in Orange Colour by Nilkamal-6.jpg,1600,1760,Novella Series - 7 Chair (Set of 2) in Orange Colour by Nilkamal,229,9,1326,1645
Novella Series - 7 Chair (Set of 2) in Orange Colour by Nilkamal-7.jpg,1600,1760,Novella Series - 7 Chair (Set of 2) in Orange Colour by Nilkamal,316,22,1278,1645
Novella Series - 7 Chair (Set of 2) in Orange Colour by Nilkamal-8.jpg,1600,1760,Novella Series - 7 Chair (Set of 2) in Orange Colour by Nilkamal,219,7,1360,1645
Novella Series - 8 Chair (Set of 2) in Orange Colour by Nilkamal-1.jpg,1600,1760,Novella Series - 8 Chair (Set of 2) in Orange Colour by Nilkamal,47,586,734,1637
Novella Series - 8 Chair (Set of 2) in Orange Colour by Nilkamal-1.jpg,1600,1760,Novella Series - 8 Chair (Set of 2) in Orange Colour by Nilkamal,875,578,1578,1643
Novella Series - 8 Chair (Set of 2) in Orange Colour by Nilkamal-2.jpg,1600,1760,Novella Series - 8 Chair (Set of 2) in Orange Colour by Nilkamal,395,12,1190,1643
Novella Series - 8 Chair (Set of 2) in Orange Colour by Nilkamal-4.jpg,1600,1760,Novella Series - 8 Chair (Set of 2) in Orange Colour by Nilkamal,331,17,1306,1650
Novella Series - 8 Chair (Set of 2) in Orange Colour by Nilkamal-5.jpg,1600,1760,Novella Series - 8 Chair (Set of 2) in Orange Colour by Nilkamal,244,14,1264,1634
Novella Series - 9 (Set of 2) Chairs in Orange Colour by Nilkamal-1.jpg,1600,1760,Novella Series - 9 (Set of 2) Chairs in Orange Colour by Nilkamal,11,645,724,1632
Novella Series - 9 (Set of 2) Chairs in Orange Colour by Nilkamal-1.jpg,1600,1760,Novella Series - 9 (Set of 2) Chairs in Orange Colour by Nilkamal,860,627,1590,1632
Novella Series - 9 (Set of 2) Chairs in Orange Colour by Nilkamal-2.jpg,1600,1760,Novella Series - 9 (Set of 2) Chairs in Orange Colour by Nilkamal,219,9,1385,1640
Novella Series - 9 (Set of 2) Chairs in Orange Colour by Nilkamal-4.jpg,1600,1760,Novella Series - 9 (Set of 2) Chairs in Orange Colour by Nilkamal,190,17,1442,1640
Novella Series - 9 (Set of 2) Chairs in Orange Colour by Nilkamal-5.jpg,1600,1760,Novella Series - 9 (Set of 2) Chairs in Orange Colour by Nilkamal,185,12,1431,1653
Novella Series - 9 (Set of 2) Chairs in Orange Colour by Nilkamal-6.jpg,1600,1760,Novella Series - 9 (Set of 2) Chairs in Orange Colour by Nilkamal,206,17,1375,1635
Novella Visiter Chair With Arms in Red Colour by Nilkamal-1.jpg,1600,1760,Novella Visiter Chair With Arms in Red Colour by Nilkamal,367,460,1260,1645
Novella Visiter Chair With Arms in Red Colour by Nilkamal-2.jpg,1600,1760,Novella Visiter Chair With Arms in Red Colour by Nilkamal,188,12,1437,1627
Novella Visitor Chair with Arms in Blue Colour by Nilkamal-1.jpg,1600,1760,Novella Visitor Chair with Arms in Blue Colour by Nilkamal,183,12,1434,1640
Omak Teak Wood Folding Chair in Natural Teak Finish by Finesse-1.jpg,1600,1760,Omak Teak Wood Folding Chair in Natural Teak Finish by Finesse,116,319,1480,1653
Omak Teak Wood Folding Chair in Natural Teak Finish by Finesse-2.jpg,1600,1760,Omak Teak Wood Folding Chair in Natural Teak Finish by Finesse,219,25,1413,1632
Omak Teak Wood Folding Chair in Natural Teak Finish by Finesse-4.jpg,1600,1760,Omak Teak Wood Folding Chair in Natural Teak Finish by Finesse,11,99,1585,1637
Omak Teak Wood Folding Chair in Natural Teak Finish by Finesse-5.jpg,1600,1760,Omak Teak Wood Folding Chair in Natural Teak Finish by Finesse,11,299,1585,1645
Omak Teak Wood Folding Chair in Natural Teak Finish by Finesse-6.jpg,1600,1760,Omak Teak Wood Folding Chair in Natural Teak Finish by Finesse,57,189,1565,1619
Omak Teak Wood Folding Chair in Natural Teak Finish by Finesse-7.jpg,1600,1760,Omak Teak Wood Folding Chair in Natural Teak Finish by Finesse,254,12,1365,1648
Oriel Arm Chair in Honey oak Finish by Woodsworth-1.jpg,1600,1760,Oriel Arm Chair in Honey oak Finish by Woodsworth,165,258,1167,1627
Oriel Arm Chair in Honey oak Finish by Woodsworth-2.jpg,1600,1760,Oriel Arm Chair in Honey oak Finish by Woodsworth,306,222,1149,1643
Oriel Arm Chair in Honey oak Finish by Woodsworth-4.jpg,1600,1760,Oriel Arm Chair in Honey oak Finish by Woodsworth,321,35,1290,1637
Oriel Arm Chair in Honey oak Finish by Woodsworth-5.jpg,1600,1760,Oriel Arm Chair in Honey oak Finish by Woodsworth,254,43,1357,1650
Oriel Arm Chair in Honey oak Finish by Woodsworth-6.jpg,1600,1760,Oriel Arm Chair in Honey oak Finish by Woodsworth,380,27,1224,1643
Oriel Arm Chair in Honey oak Finish by Woodsworth-7.jpg,1600,1760,Oriel Arm Chair in Honey oak Finish by Woodsworth,321,48,1288,1632
Oriel Arm Chair in Provincial Teak Finish by Woodsworth-1.jpg,1600,1760,Oriel Arm Chair in Provincial Teak Finish by Woodsworth,219,245,1211,1637
Oriel Arm Chair in Provincial Teak Finish by Woodsworth-2.jpg,1600,1760,Oriel Arm Chair in Provincial Teak Finish by Woodsworth,395,260,1237,1630
Oriel Arm Chair in Provincial Teak Finish by Woodsworth-4.jpg,1600,1760,Oriel Arm Chair in Provincial Teak Finish by Woodsworth,319,40,1283,1640
Oriel Arm Chair in Provincial Teak Finish by Woodsworth-5.jpg,1600,1760,Oriel Arm Chair in Provincial Teak Finish by Woodsworth,239,43,1349,1637
Oriel Arm Chair in Provincial Teak Finish by Woodsworth-6.jpg,1600,1760,Oriel Arm Chair in Provincial Teak Finish by Woodsworth,375,45,1237,1648
Oriel Arm Chair in Provincial Teak Finish by Woodsworth-7.jpg,1600,1760,Oriel Arm Chair in Provincial Teak Finish by Woodsworth,313,48,1301,1637
Oriel Arm Chair in Warm Chestnut Finish by Woodsworth-1.jpg,1600,1760,Oriel Arm Chair in Warm Chestnut Finish by Woodsworth,362,317,1324,1648
Oriel Arm Chair in Warm Chestnut Finish by Woodsworth-2.jpg,1600,1760,Oriel Arm Chair in Warm Chestnut Finish by Woodsworth,388,376,1157,1635
Oriel Arm Chair in Warm Chestnut Finish by Woodsworth-4.jpg,1600,1760,Oriel Arm Chair in Warm Chestnut Finish by Woodsworth,319,35,1290,1645
Oriel Arm Chair in Warm Chestnut Finish by Woodsworth-5.jpg,1600,1760,Oriel Arm Chair in Warm Chestnut Finish by Woodsworth,234,37,1362,1640
Oriel Arm Chair in Warm Chestnut Finish by Woodsworth-6.jpg,1600,1760,Oriel Arm Chair in Warm Chestnut Finish by Woodsworth,388,45,1219,1637
Oriel Arm Chair in Warm Chestnut Finish by Woodsworth-7.jpg,1600,1760,Oriel Arm Chair in Warm Chestnut Finish by Woodsworth,306,27,1285,1653
Palo Metal Chair (Set of 2) in Walnut Finish by Bohemiana-1.jpg,1600,1760,Palo Metal Chair (Set of 2) in Walnut Finish by Bohemiana,810,564,1518,1668
Palo Metal Chair (Set of 2) in Walnut Finish by Bohemiana-1.jpg,1600,1760,Palo Metal Chair (Set of 2) in Walnut Finish by Bohemiana,30,571,761,1671
Palo Metal Chair (Set of 2) in Walnut Finish by Bohemiana-2.jpg,1600,1760,Palo Metal Chair (Set of 2) in Walnut Finish by Bohemiana,1015,801,1576,1670
Palo Metal Chair (Set of 2) in Walnut Finish by Bohemiana-2.jpg,1600,1760,Palo Metal Chair (Set of 2) in Walnut Finish by Bohemiana,31,799,621,1630
Palo Metal Chair (Set of 2) in Walnut Finish by Bohemiana-3.jpg,1600,1760,Palo Metal Chair (Set of 2) in Walnut Finish by Bohemiana,748,898,1267,1577
Palo Metal Chair (Set of 2) in Walnut Finish by Bohemiana-4.jpg,1600,1760,Palo Metal Chair (Set of 2) in Walnut Finish by Bohemiana,230,32,1369,1677
Palo Metal Chair (Set of 2) in Walnut Finish by Bohemiana-5.jpg,1600,1760,Palo Metal Chair (Set of 2) in Walnut Finish by Bohemiana,127,16,1435,1702
Palo Metal Chair (Set of 2) in Walnut Finish by Bohemiana-6.jpg,1600,1760,Palo Metal Chair (Set of 2) in Walnut Finish by Bohemiana,101,37,1473,1663
